Churn,Support_Calls,Total_Spend,Payment_Delay,Contract_Length=Monthly
0,1,951.00,15,0
1,9,195.00,14,1
1,7,715.00,14,0
1,0,101.00,2,0
1,8,495.00,17,0
1,4,536.00,27,1
1,2,516.00,3,0
1,6,969.00,7,0
1,3,471.00,11,0
1,4,902.00,11,1
1,8,499.00,3,0
1,8,378.00,26,0
1,3,553.00,5,1
1,3,165.00,8,0
0,3,733.00,10,0
1,3,103.00,16,0
1,4,335.00,30,1
1,10,719.00,29,0
1,7,460.00,29,0
1,9,272.00,15,0
1,6,995.00,19,1
1,8,777.00,10,0
1,8,836.00,27,0
1,10,890.00,28,0
1,7,570.00,13,1
1,10,204.00,13,0
1,6,595.00,2,0
1,3,788.00,5,1
1,2,142.00,23,0
1,5,798.00,8,0
0,2,867.00,16,0
1,1,904.00,21,0
1,7,936.00,12,0
1,9,759.00,1,0
1,10,134.00,27,0
1,3,211.00,20,0
1,1,910.00,27,0
1,7,944.00,23,0
1,3,293.00,22,0
1,2,656.00,3,0
1,7,411.00,18,1
1,2,841.00,13,0
1,4,249.00,2,0
1,6,493.00,20,0
1,4,353.00,12,0
1,0,857.00,30,0
1,5,771.00,4,1
0,0,580.00,4,0
1,4,353.00,24,0
1,1,802.00,19,0
1,5,618.00,28,1
1,10,985.00,16,1
1,3,957.00,19,1
1,0,148.00,23,0
1,9,144.00,25,1
1,6,494.00,28,1
0,0,642.00,4,0
1,5,213.00,11,0
1,0,823.00,23,1
1,8,582.00,6,1
1,0,782.00,2,1
1,7,598.00,24,0
1,7,990.00,28,1
1,10,784.00,23,0
1,0,268.00,12,0
1,6,575.00,4,0
1,3,783.00,9,0
1,5,504.00,7,1
1,1,326.00,7,0
1,3,588.00,30,1
1,3,486.00,13,0
1,9,922.00,23,1
1,2,892.00,11,0
1,5,165.00,20,0
1,5,262.00,26,0
1,7,206.00,4,0
1,4,936.00,30,0
1,9,285.00,24,1
1,0,141.00,23,0
1,5,803.00,5,1
1,4,532.00,21,0
1,0,752.00,3,0
1,1,674.00,11,1
1,4,401.00,27,0
1,8,146.00,2,1
1,0,569.00,28,0
1,7,726.00,11,0
1,7,404.00,11,1
1,9,795.00,11,0
1,1,817.00,29,1
1,8,297.00,9,0
1,5,563.00,26,1
1,2,225.00,11,0
1,1,411.00,10,1
1,10,684.00,3,1
1,6,704.00,3,0
1,2,183.00,14,0
1,9,908.00,3,1
1,1,417.00,21,0
1,4,490.00,16,0
1,1,730.00,30,0
1,9,604.00,12,0
1,2,379.00,2,0
1,8,916.00,9,0
1,9,361.00,28,0
1,4,547.00,17,0
1,0,395.00,2,0
1,0,683.00,24,1
1,1,798.00,20,0
1,6,519.00,18,0
1,2,350.00,30,0
1,3,748.00,14,0
1,6,261.00,2,0
1,1,938.00,22,1
1,5,193.00,15,0
1,8,428.00,23,0
1,8,314.00,25,0
1,8,309.00,6,1
1,2,629.00,0,1
1,5,209.00,12,0
1,2,279.00,1,1
1,10,554.00,19,0
1,5,967.00,30,0
1,8,866.00,23,0
1,9,758.00,24,0
1,4,258.00,11,1
1,1,479.00,9,1
1,10,730.00,19,0
1,3,327.00,20,1
1,4,384.00,4,0
1,6,557.00,4,0
1,10,921.00,16,1
1,4,873.00,2,1
1,7,206.00,11,0
1,10,941.00,5,1
1,9,751.00,15,0
1,0,428.00,1,1
1,6,883.00,23,0
1,7,205.00,4,0
0,1,520.00,20,0
1,8,216.00,1,1
0,3,861.00,3,0
1,7,708.00,29,1
1,3,806.00,28,0
1,4,352.00,29,0
1,1,872.00,24,1
1,0,102.00,12,1
1,10,694.00,27,0
1,1,937.00,7,0
1,2,786.00,29,0
1,6,948.00,20,1
1,5,403.00,8,1
1,3,566.00,11,0
1,2,692.00,3,0
1,6,433.00,19,0
1,8,978.00,22,1
1,7,540.00,27,1
1,1,459.00,30,0
1,7,645.00,23,1
1,4,783.00,23,0
1,7,723.00,23,0
1,4,923.00,30,0
1,2,871.00,22,1
1,4,113.00,9,0
1,5,265.00,23,1
1,7,886.00,16,0
1,4,921.00,24,0
1,1,191.00,18,0
1,3,264.00,13,1
1,8,609.00,8,0
1,4,249.00,5,1
1,7,786.00,5,1
1,2,914.00,20,0
1,8,358.00,11,0
1,6,427.00,15,0
1,8,606.00,17,0
1,8,984.00,24,0
1,6,531.00,16,0
1,0,361.00,20,1
1,6,411.00,24,1
1,9,277.00,6,0
1,3,968.00,5,0
1,2,847.00,29,1
1,6,839.00,11,1
1,6,451.00,12,0
1,9,901.00,0,1
1,3,435.00,0,1
1,2,195.00,2,0
1,9,311.00,22,0
1,8,142.00,18,0
1,6,125.00,22,0
1,1,247.00,23,0
1,6,896.00,19,0
1,10,845.00,29,0
1,4,392.00,8,0
1,2,363.00,14,0
1,7,377.00,30,0
1,9,964.00,11,0
1,0,559.00,29,0
1,9,691.00,2,0
1,9,142.00,14,1
1,6,104.00,16,0
1,8,187.00,13,1
1,6,107.00,17,0
1,4,748.00,28,1
1,2,341.00,20,0
1,4,952.00,4,1
1,2,476.00,25,0
1,3,886.00,28,0
1,6,102.00,16,1
1,6,809.00,22,0
1,3,638.00,27,0
1,2,335.00,14,1
1,6,966.00,27,0
1,6,183.00,20,0
1,8,101.00,20,1
1,0,109.00,29,1
1,7,785.00,13,0
1,8,732.00,10,1
1,7,427.00,4,1
1,1,840.00,21,1
1,9,437.00,30,0
1,5,487.00,2,1
1,10,429.00,12,0
1,9,738.00,21,1
1,6,831.00,13,0
1,3,106.00,12,0
1,4,192.00,13,0
1,7,862.00,23,0
1,8,535.00,13,1
1,10,117.00,17,1
1,4,324.00,14,0
1,8,835.00,12,0
1,1,992.00,29,1
1,5,910.00,8,1
1,9,324.00,1,0
1,8,214.00,1,1
1,9,777.00,21,1
0,1,742.00,5,0
1,6,534.00,26,0
1,10,278.00,26,1
1,9,522.00,22,0
1,7,951.00,19,0
1,4,508.00,8,0
1,7,224.00,19,1
1,1,583.00,24,0
1,10,383.00,19,0
1,3,414.00,18,0
1,0,974.00,22,0
0,1,696.00,19,0
1,1,808.00,17,0
1,9,406.00,0,0
1,3,661.00,4,1
1,9,616.00,11,1
1,5,360.00,3,0
1,8,849.00,13,1
1,6,614.00,20,0
1,7,854.00,1,1
1,0,301.00,10,0
1,1,381.00,25,0
1,7,899.00,7,0
1,10,714.00,1,0
1,3,374.00,19,0
1,4,854.00,12,0
1,0,361.00,14,0
1,9,943.00,13,0
1,9,475.00,14,0
1,6,600.00,29,0
1,5,107.00,16,0
1,9,917.00,8,0
1,6,996.00,30,1
1,1,579.00,6,1
1,4,464.00,16,0
1,4,555.00,9,1
1,10,600.00,27,0
1,4,905.00,23,1
1,1,153.00,30,1
1,3,725.00,19,0
1,0,138.00,24,1
1,3,588.00,7,0
1,2,659.00,16,0
1,6,521.00,6,0
1,2,922.00,10,1
1,9,860.00,9,1
0,2,864.00,12,0
1,2,923.00,26,1
1,8,943.00,24,0
1,8,686.00,6,0
1,2,399.00,13,1
1,7,278.00,10,1
1,5,297.00,6,0
1,9,196.00,14,1
1,0,443.00,24,0
1,0,290.00,15,0
1,8,938.00,14,0
1,3,899.00,9,1
1,5,398.00,28,0
1,6,426.00,28,1
1,0,440.00,6,0
1,2,548.00,25,0
1,7,615.00,12,1
1,4,374.00,11,0
1,5,967.00,27,1
1,7,798.00,5,0
1,8,586.00,25,0
1,10,464.00,25,1
1,4,170.00,15,1
1,6,997.00,3,0
1,7,359.00,27,0
1,6,592.00,0,0
1,1,573.00,0,0
1,4,823.00,12,0
1,4,745.00,28,1
1,5,206.00,4,0
1,5,215.00,18,0
1,0,888.00,25,0
1,3,456.00,14,0
1,1,473.00,10,0
0,4,757.00,6,0
1,10,140.00,9,0
1,10,523.00,26,0
1,4,588.00,10,1
0,2,759.00,17,0
1,8,445.00,17,0
1,6,271.00,11,0
1,10,458.00,7,0
0,2,928.00,2,0
1,3,458.00,22,0
1,3,905.00,23,0
1,7,877.00,19,0
1,9,717.00,24,1
1,1,348.00,19,1
1,3,718.00,25,1
1,0,903.00,1,1
1,2,224.00,2,0
1,9,737.00,10,1
0,3,809.00,1,0
1,4,141.00,12,0
1,5,928.00,29,1
1,6,569.00,9,1
1,3,327.00,6,0
1,6,517.00,19,1
1,10,789.00,16,1
1,10,790.00,14,0
1,10,812.00,15,0
1,5,495.00,9,0
1,0,950.00,8,0
1,2,309.00,12,1
0,0,919.00,10,0
1,3,610.00,30,1
1,9,840.00,12,0
1,2,620.00,26,0
1,1,861.00,2,0
1,1,178.00,27,0
1,9,931.00,23,0
1,1,539.00,25,0
1,5,175.00,18,0
1,3,677.00,7,1
1,8,725.00,14,0
1,3,136.00,23,0
1,3,413.00,18,0
1,8,700.00,17,0
1,2,856.00,18,1
1,2,222.00,25,1
1,1,809.00,0,1
1,9,407.00,2,1
1,1,935.00,9,1
1,7,918.00,16,1
1,3,308.00,8,0
1,5,772.00,2,1
1,5,640.00,7,1
0,1,629.00,18,0
1,4,776.00,11,0
1,6,492.00,18,0
1,9,710.00,13,0
1,3,358.00,6,0
1,9,226.00,26,0
1,6,473.00,24,1
1,7,465.00,17,1
1,1,342.00,13,0
1,8,607.00,11,1
1,4,462.00,1,1
1,0,156.00,6,0
1,2,167.00,7,1
1,3,511.00,16,1
1,8,719.00,22,1
1,1,334.00,3,0
1,10,336.00,11,0
1,3,132.00,15,0
1,10,443.00,29,0
1,7,632.00,3,0
1,10,959.00,22,0
1,3,158.00,23,0
1,6,192.00,30,0
1,6,792.00,26,0
1,6,571.00,12,0
1,8,529.00,21,0
1,8,640.00,27,0
1,3,372.00,20,0
1,0,812.00,6,1
1,10,509.00,16,0
1,9,782.00,2,0
1,10,823.00,9,0
1,4,360.00,7,0
1,9,551.00,28,0
1,4,427.00,15,1
1,1,788.00,6,0
1,0,787.00,19,1
1,10,210.00,12,0
1,1,257.00,18,0
1,2,416.00,15,1
1,5,595.00,4,0
1,0,936.00,7,1
1,3,815.00,9,1
1,7,127.00,3,1
1,8,845.00,2,0
1,3,480.00,24,1
0,1,517.00,4,0
1,9,613.00,9,1
1,2,279.00,0,0
0,2,891.00,20,0
1,5,229.00,23,1
1,5,287.00,3,0
1,1,103.00,22,1
1,8,970.00,14,0
1,7,138.00,26,0
1,8,555.00,15,0
1,4,619.00,25,1
1,6,382.00,21,0
1,7,586.00,11,1
1,10,591.00,20,1
1,4,149.00,1,1
1,7,283.00,30,0
1,0,111.00,6,0
1,8,523.00,7,0
1,0,232.00,21,1
1,0,133.00,2,1
1,1,189.00,9,0
1,9,106.00,7,0
1,3,942.00,2,1
1,10,966.00,29,1
1,9,650.00,25,0
1,1,375.00,30,0
1,2,185.00,4,1
1,3,639.00,1,0
1,1,300.00,16,0
1,8,388.00,27,1
1,3,434.00,10,0
1,9,953.00,26,1
1,4,891.00,1,1
1,5,822.00,4,1
1,9,356.00,6,1
1,8,581.00,15,0
1,2,225.00,26,0
1,1,683.00,2,0
1,4,436.00,30,0
1,4,548.00,7,0
1,3,438.00,14,1
1,7,687.00,3,0
1,1,226.00,24,1
1,2,837.00,16,1
1,6,193.00,10,0
1,8,561.00,6,0
1,7,704.00,3,0
1,5,668.00,10,1
1,3,708.00,22,1
1,4,776.00,8,0
1,4,177.00,4,0
1,4,569.00,0,1
1,0,477.00,24,0
1,5,349.00,22,0
1,10,924.00,22,0
1,2,753.00,29,0
1,5,261.00,9,0
1,8,651.00,11,0
1,3,187.00,0,0
1,3,946.00,12,0
1,4,665.00,8,0
1,5,897.00,2,0
1,7,807.00,12,0
1,9,732.00,27,0
1,10,562.00,14,0
1,2,579.00,21,0
1,3,826.00,5,1
1,8,332.00,19,0
1,5,290.00,19,0
1,6,597.00,0,0
1,6,369.00,14,0
1,8,702.00,11,0
1,9,627.00,9,0
1,8,995.00,25,0
1,0,283.00,26,0
1,0,497.00,20,0
1,10,673.00,18,0
1,3,842.00,28,1
1,5,261.00,26,0
1,4,897.00,13,1
1,1,773.00,0,1
1,0,743.00,5,0
1,0,125.00,23,0
1,10,602.00,1,0
1,2,238.00,9,1
1,5,744.00,19,1
1,10,897.00,10,1
1,2,396.00,10,0
1,1,717.00,12,0
1,5,632.00,7,0
1,3,361.00,28,1
1,1,623.00,8,0
1,2,241.00,2,0
1,1,185.00,29,1
1,1,362.00,11,0
1,7,429.00,27,0
1,6,891.00,15,0
1,5,799.00,9,0
1,3,206.00,27,0
1,9,239.00,14,0
1,9,977.00,0,0
1,2,705.00,13,0
1,9,318.00,25,0
1,0,408.00,0,0
1,3,837.00,21,0
1,9,845.00,17,1
1,5,425.00,5,1
1,6,260.00,29,0
1,2,462.00,25,1
1,8,115.00,27,0
1,1,908.00,29,1
1,9,258.00,25,0
1,4,491.00,5,0
1,0,916.00,10,0
1,2,492.00,23,0
1,0,603.00,11,0
0,1,795.00,3,0
1,9,531.00,22,0
1,6,662.00,30,1
1,9,497.00,21,1
1,0,737.00,3,0
1,6,500.00,21,0
1,5,369.00,10,1
1,5,373.00,23,0
1,9,652.00,12,0
1,7,535.00,11,0
1,1,516.00,11,0
1,10,244.00,22,0
1,3,696.00,22,0
1,9,801.00,10,1
1,7,863.00,11,1
1,7,776.00,22,1
1,6,105.00,0,0
1,1,109.00,15,0
0,4,678.00,12,0
1,7,264.00,10,0
1,7,743.00,3,0
1,6,548.00,23,0
1,7,734.00,12,0
1,8,876.00,1,1
1,2,858.00,7,0
1,3,769.00,27,1
1,0,213.00,10,0
1,1,380.00,27,0
1,4,154.00,28,1
1,4,343.00,29,1
1,0,287.00,13,1
1,8,275.00,15,0
1,6,334.00,8,0
1,8,581.00,3,1
1,9,430.00,0,0
1,10,496.00,3,0
1,4,553.00,4,1
0,0,678.00,6,0
1,2,108.00,29,0
1,9,367.00,22,1
1,4,136.00,24,0
1,1,638.00,18,0
1,6,181.00,4,0
1,6,346.00,19,0
1,1,743.00,6,1
1,10,953.00,16,0
1,6,695.00,15,1
1,4,683.00,18,1
1,10,418.00,0,0
1,7,490.00,25,1
1,9,609.00,4,0
0,0,756.00,12,0
1,3,640.00,1,0
1,8,675.00,16,1
1,1,713.00,14,0
1,8,737.00,12,0
1,4,956.00,6,0
1,0,306.00,14,0
1,4,230.00,3,1
1,3,804.00,21,1
1,4,910.00,19,0
1,7,594.00,9,0
1,9,209.00,26,0
1,6,639.00,0,1
1,2,138.00,25,1
1,1,682.00,14,0
1,8,946.00,22,0
1,8,175.00,27,0
1,4,485.00,17,0
1,5,116.00,24,1
1,6,963.00,3,1
1,5,105.00,25,0
1,8,537.00,1,1
1,9,242.00,8,1
1,10,198.00,3,0
1,5,505.00,9,0
1,8,633.00,0,0
1,7,307.00,3,1
1,4,283.00,24,0
1,1,259.00,14,1
0,0,691.00,11,0
1,2,579.00,26,0
1,1,880.00,16,1
1,2,563.00,9,1
1,4,841.00,29,1
1,9,561.00,24,0
1,7,752.00,11,0
1,4,341.00,9,1
1,6,627.00,10,0
1,3,338.00,24,0
1,3,945.00,19,0
1,4,988.00,17,0
1,10,570.00,11,1
1,1,426.00,28,0
1,10,145.00,12,0
1,5,137.00,19,0
1,3,924.00,3,0
1,8,444.00,29,0
1,8,737.00,21,0
1,5,291.00,3,1
1,10,151.00,21,0
1,8,537.00,29,0
1,5,969.00,18,1
1,6,737.00,9,0
1,2,188.00,7,1
1,3,189.00,7,1
1,1,873.00,15,1
1,6,952.00,30,0
1,4,669.00,5,0
1,2,392.00,6,0
1,4,836.00,2,0
1,0,202.00,22,1
1,3,487.00,23,0
1,9,466.00,18,1
0,4,945.00,15,0
1,1,704.00,23,0
1,6,540.00,12,1
1,8,485.00,11,0
1,10,486.00,23,1
1,0,173.00,6,0
1,5,424.00,28,0
1,4,996.00,1,0
1,9,189.00,5,1
1,8,674.00,10,0
1,1,957.00,26,0
1,8,819.00,8,0
1,5,467.00,28,1
1,4,150.00,29,0
1,1,455.00,20,0
1,8,925.00,1,1
1,10,355.00,3,1
1,6,488.00,13,0
1,9,592.00,15,0
1,10,657.00,10,0
1,4,352.00,28,1
0,1,603.00,5,0
1,10,934.00,26,0
1,7,752.00,10,1
1,0,399.00,10,0
1,4,364.00,19,0
1,0,482.00,7,0
1,9,439.00,28,0
1,8,909.00,6,1
0,3,582.00,13,0
1,3,588.00,4,0
1,8,863.00,1,0
1,4,715.00,27,0
1,10,449.00,25,1
1,9,493.00,11,0
1,4,396.00,21,0
0,1,818.00,4,0
1,6,550.00,12,1
1,2,136.00,22,0
1,4,495.00,4,0
1,2,413.00,23,1
1,7,268.00,25,0
1,1,148.00,26,1
1,10,673.00,28,0
1,5,981.00,5,1
1,4,227.00,12,0
0,1,569.00,20,0
1,7,554.00,6,1
1,7,913.00,19,0
1,7,321.00,28,0
1,5,754.00,3,0
1,4,705.00,22,1
1,6,282.00,22,1
1,5,549.00,24,0
1,5,512.00,24,0
1,5,182.00,29,0
1,3,193.00,21,1
1,3,299.00,26,1
1,0,898.00,22,0
1,3,546.00,25,0
1,5,372.00,15,0
1,3,319.00,13,1
1,3,458.00,12,0
1,3,999.00,18,0
1,7,149.00,18,0
1,7,596.00,28,0
1,7,960.00,26,0
1,0,516.00,26,0
1,6,198.00,11,0
1,4,154.00,10,1
1,8,925.00,18,0
1,6,252.00,2,0
1,6,630.00,29,0
1,2,536.00,15,1
1,1,635.00,0,0
1,2,584.00,29,0
1,0,994.00,13,0
1,3,148.00,3,1
1,10,888.00,19,0
1,0,890.00,11,0
1,3,922.00,28,0
1,8,882.00,12,0
1,9,193.00,22,0
1,9,788.00,22,0
1,2,691.00,6,0
1,8,995.00,26,1
1,0,591.00,5,1
1,10,237.00,22,0
1,7,324.00,8,1
1,1,254.00,29,0
1,10,362.00,20,0
1,10,622.00,15,0
1,3,589.00,22,1
1,4,133.00,28,1
1,6,358.00,16,0
1,2,201.00,27,0
1,2,814.00,4,1
1,7,134.00,11,0
1,0,432.00,0,0
1,2,116.00,7,1
1,5,267.00,9,1
1,1,218.00,4,0
1,3,927.00,15,0
1,4,156.00,26,1
1,1,560.00,16,0
1,0,545.00,5,0
1,6,735.00,30,1
1,6,394.00,29,0
1,7,409.00,13,0
1,3,634.00,24,1
1,6,553.00,23,0
1,3,436.00,8,1
1,10,727.00,2,0
1,6,616.00,10,0
1,1,330.00,6,0
1,10,599.00,20,0
1,8,341.00,28,0
1,1,436.00,30,0
1,1,601.00,9,0
1,6,737.00,11,1
1,8,496.00,14,1
1,8,538.00,1,0
1,6,841.00,26,1
1,9,185.00,17,0
1,6,530.00,0,0
1,9,840.00,12,0
1,1,346.00,20,1
1,1,509.00,5,1
1,3,160.00,21,1
1,7,322.00,25,1
1,10,265.00,23,0
1,1,724.00,10,1
1,4,765.00,20,0
1,9,227.00,28,0
1,1,169.00,20,1
1,0,386.00,2,1
1,6,285.00,5,1
1,7,853.00,9,0
1,7,203.00,21,0
0,0,952.00,5,0
1,0,422.00,10,0
1,9,336.00,20,0
0,0,821.00,1,0
1,3,858.00,23,1
1,10,949.00,28,1
1,0,431.00,23,0
1,0,510.00,2,0
1,5,239.00,17,0
1,1,561.00,4,0
1,0,375.00,20,0
1,9,783.00,29,0
1,2,754.00,30,0
1,7,836.00,3,0
1,4,488.00,0,1
1,7,653.00,23,0
1,7,339.00,28,1
1,10,264.00,5,0
1,6,445.00,15,1
1,4,487.00,14,1
1,5,612.00,5,0
1,9,332.00,29,0
1,1,950.00,2,1
1,0,489.00,23,0
1,9,347.00,8,0
1,2,501.00,12,0
1,8,957.00,30,1
1,10,221.00,30,1
1,7,132.00,25,0
1,8,204.00,23,0
1,1,880.00,4,1
1,7,424.00,14,0
1,7,666.00,22,0
1,5,722.00,18,0
1,7,617.00,15,1
1,7,684.00,3,0
1,0,912.00,1,0
1,5,776.00,3,0
1,8,401.00,2,1
1,7,940.00,2,0
1,8,985.00,1,1
1,7,975.00,11,0
1,0,428.00,20,0
1,4,861.00,30,0
1,5,992.00,21,0
1,4,674.00,12,0
1,7,869.00,27,1
1,8,833.00,28,0
1,9,158.00,30,1
1,6,754.00,25,1
1,1,623.00,24,0
1,8,927.00,20,0
1,10,250.00,8,0
1,1,200.00,6,1
0,2,701.00,8,0
1,5,902.00,15,0
1,4,750.00,14,1
1,5,213.00,24,1
1,3,469.00,12,0
1,5,544.00,0,0
1,2,283.00,7,0
1,8,315.00,25,0
1,6,681.00,4,0
1,9,758.00,23,0
1,10,852.00,16,0
1,9,850.00,9,0
1,6,321.00,17,0
0,0,978.00,18,0
1,6,504.00,26,0
1,3,795.00,8,1
1,7,905.00,20,1
1,6,167.00,1,1
1,0,633.00,0,0
1,1,310.00,29,0
1,2,436.00,8,1
1,7,937.00,29,0
1,0,662.00,23,1
1,1,786.00,30,1
0,0,814.00,7,0
1,10,610.00,28,0
1,5,353.00,26,0
1,2,915.00,13,0
1,1,273.00,22,1
1,10,362.00,15,0
1,1,521.00,24,1
1,0,463.00,25,0
1,4,822.00,0,0
1,3,322.00,16,0
1,8,289.00,16,0
1,8,629.00,1,0
1,3,606.00,24,0
1,3,319.00,22,1
1,3,582.00,25,1
1,9,929.00,21,0
1,7,483.00,29,1
1,2,610.00,5,0
1,7,399.00,15,0
1,8,628.00,11,1
1,0,612.00,14,1
1,6,803.00,18,0
1,3,605.00,22,0
1,10,302.00,5,0
1,6,397.00,19,0
1,6,432.00,27,1
1,4,240.00,23,0
1,0,715.00,19,0
1,2,689.00,28,0
1,9,520.00,18,0
1,3,772.00,30,0
1,5,594.00,28,0
1,6,514.00,21,0
1,6,227.00,9,0
1,3,595.00,5,0
1,9,939.00,0,1
1,8,744.00,29,0
1,7,160.00,18,0
1,9,629.00,11,1
1,2,498.00,13,0
1,2,729.00,15,0
1,2,835.00,14,0
1,3,508.00,0,0
1,6,262.00,24,1
1,1,114.00,14,0
1,3,131.00,24,0
1,8,950.00,22,1
1,8,346.00,7,0
1,8,168.00,14,1
1,2,575.00,21,0
1,9,108.00,20,0
0,0,717.00,17,0
1,3,456.00,2,0
1,2,270.00,23,0
1,6,525.00,26,0
1,2,328.00,8,0
1,4,843.00,2,0
1,10,350.00,3,0
1,1,674.00,2,0
1,5,409.00,8,0
1,9,755.00,14,0
1,7,459.00,22,0
1,8,148.00,15,0
1,1,823.00,13,1
1,4,751.00,25,1
1,1,631.00,26,0
1,5,975.00,0,0
1,1,587.00,12,0
1,2,816.00,9,0
1,2,254.00,26,0
1,5,630.00,5,0
1,3,399.00,2,0
1,8,805.00,28,0
1,1,422.00,10,1
1,9,293.00,1,0
1,6,879.00,17,0
1,8,366.00,20,0
1,2,288.00,8,0
1,6,827.00,12,0
1,8,321.00,30,0
0,5,981.00,20,0
1,5,563.00,25,0
1,2,789.00,4,0
1,1,239.00,6,1
1,8,567.00,8,1
1,10,841.00,15,0
1,10,866.00,28,0
1,10,631.00,12,1
1,1,173.00,18,0
1,4,780.00,7,1
1,7,144.00,20,0
1,3,526.00,25,1
1,1,836.00,18,0
1,8,462.00,21,0
1,9,667.00,28,0
1,3,176.00,29,0
1,2,205.00,27,0
1,10,869.00,29,0
1,4,873.00,22,0
1,8,396.00,26,1
1,2,438.00,18,0
1,5,655.00,22,0
1,4,707.00,20,1
1,0,246.00,12,0
1,0,427.00,10,0
1,8,381.00,14,1
1,4,574.00,22,0
1,1,870.00,11,0
1,7,665.00,4,0
